Fecha,Hora Local,Magnitud,Profundidad en km,Localizacion,Origen,Reportado,Latitud,Longitud
2011-11-02,13:11:00,2.7,22,28 Km al Sur de Paquera,Tectonico por subduccion,"Peninsula Nicoya , Playa Bejuco , Puntarenas",9.562,-84.87
2011-11-02,13:09:00,2.4,18,33 Km al Sur de Paquera,Tectonico por subduccion,"Peninsula Nicoya , Playa Bejuco , Puntarenas",9.504,-84.868
2011-11-02,13:23:00,3.2,14,28 km Sur de Paquera,Subduccion,Peninsula de Nicoya.,9.549,-84.865
2011-10-26,03:51:00,3.2,100,7 km al SO de Venecia de San Carlos,Deformacion de la placa del Coco,Bajos del Toro y Venecia de San Carlos,10.3134,-84.2947
2011-10-23,14:12:00,4,7.5,10km al N del Volcan Barva,Fallamiento Local,"Vara Blanca, Sarapiqui, Venecia",10.206,-84.1185
2011-10-23,14:13:50,3.5,7,10km al N del Volcan Barva,Fallamiento Local,"Vara Blanca, Sarapiqui, Venecia",10.2024,-84.137
2011-10-12,18:15:00,3.5,29,16 Km Este de Ciudad Neilly,Zona de Fractura de Panama,Zona Sur. Ciudad Neilly,8.648,-82.798
2011-10-09,18:16:00,3.5,16,"Cordillera de Tamanaca, 28 km al norte de Buenos Aires.",TectÃ³nico por falla local,"Buenos Aires, San Isidro de PZ, Cerro de la Muerte, Cartago",9.388,-83.335
2011-10-06,22:07:00,3.2,27,25 kms al noroeste de PÃ©rez ZeledÃ³n,Fallamiento Local,"PÃ©rez ZeledÃ³n, Heredia, San JosÃ© y Heredia",9.3,-83.52
2011-10-05,23:48:00,3.2,13,4 Km Norte de 3 Equis de Turrialba,Fallamiento Local,Turrialba,9.992,-83.345
2011-10-01,10:00:00,4.2,7,"11 km sur de Liberia, Guanacaste",fallamiento local,Liberia,10.525,-85.4555
2011-09-29,20:02:00,2.5,18,"2 km al este de Higuito de Desamparados, San JosÃ©",fallamiento local,San JosÃ©,9.855,-84.0307
2011-09-28,16:25:00,4.4,12,16 km suroeste San Isidro General,tectonico por fallamiento local,"San Jose, Heredia, San Isidro del General",9.3132,-83.878
2011-09-09,15:28:00,4.1,18,5km NorEste de Golfito,"Tectonico por subduccion, Bloque de Panama Placa de Cocos","San Vito, Los Plancitos, Zona Sur",8.657,-83.155
2011-09-09,16:06:00,3.5,20,12km NorEste de Golfito,"Tectonico por subduccion, Bloque de Panama Placa de Cocos",Zona Sur,8.707,-83.08
2011-09-06,12:02:00,3.3,4,10km al SO de Bijagua,Fallamiento Local,"Alajuela,Upala,Bijagua",10.827,-85.166
2011-09-05,10:11:00,4.8,25,163 km Sur Este de Punta Burica.,Tectonico Choque de Placas Coco y Nazca,Zona Sur,6.613,-82.512
2011-08-15,01:45:00,4.2,48,20 km al noreste de Nicoya,Tectonico por subduccion,"Liberia, Nicoya",10.2786,-85.312
2011-08-10,15:20:00,2.5,14,6 km este de Guapiles,Fallamiento local,Guapiles,10.1916,-83.7404
2011-08-03,23:12:00,5.4,20,22 km sur Paso Canoas,Fallamiento Local,Zona Sur y Valle Central,8.357,-82.842
2011-07-28,03:24:00,2.5,5,15 km Sur Este de Desamparados.,Fallamiento Local,Desamparados,9.784,-83.984
2011-07-28,10:17:00,2.4,5,15 km Sur Este de Desamparados.,Fallamiento Local,Desamparados,9.79,-83.97
2011-07-28,11:55:00,3,5,1.5 Km al Sureste de Frailes de Desamparados,Fallamiento local,"Cartago , El Guarco , San Isidro La Cangreja",9.736,-84.067
2011-07-23,07:54:00,5.5,25,"35 km Noroeste de Matapalo, Santa Cruz, Guanacaste",TectÃ³nico por Subduccion,"CaÃ±as, Liberia, Santa Elena de La Cruz, Nosara, Bagaces, Nicoya",10.5536,-86.0663
2011-07-22,00:52:00,3.5,3,10 Kms Sur Oeste de Canalete de Upala.,Fallamiento Local,Upala,10.782,-85.11
2011-07-21,13:55:00,5.2,35,50 km SurOeste de Puerto Jimenez. Puntarenas,Subduccion,Palmar Norte y Buenos Aires de Puntarenas,8,-83.329
2011-07-14,04:06:00,3.8,10,21 km al SO de Upala,Tectonico por fallamiento local,Upala,10.7472,-85.1446
2011-07-14,21:20:00,3.4,5,25 km al SO de Upala,Tectonico por fallamiento local,Upala,10.71,-85.14
2011-07-13,06:47:00,3.2,10,23km al SO de Upala,Tectonico por Fallamiento Local,Zona Norte,10.789,-85.1995
2011-07-12,14:11:00,5.3,10,14 km al SO de Upala,Tectonico por Fallamiento Local,"Upala, Guanacaste, Ciudad Quesada, Monte Verde",10.8113,-85.1165
2011-07-12,14:17:00,4.8,5,20km al SO de Upala,Tectonico por Fallamiento Local,"Upala, Guanacaste, Ciudad Quesada, Monte Verde",10.7402,-85.1145
2011-07-12,14:51:00,4.8,10,16 km al SurOeste de Upala,Tectonico por Fallamiento Local,"Upala, Guanacaste, Ciudad Quesada, Monte Verde",10.8344,-85.1145
2011-07-12,15:36:00,4.1,10,18 km al SO de Upala,Tectonico por fallamiento local,Upala,10.7702,-85.1349
2011-07-05,18:02:00,4.2,15,"5km Norte Dominical, Puntarenas",Tectonico por fallamiento local,"Quepos, Dominical, Perez Zeledon",9.2981,-83.8775
2011-06-29,13:28:00,4,23,10 km Sur Oeste de Punta Guiones. Guanacaste,Subduccion,Nosara,9.877,-85.759
2011-06-28,17:45:00,4.4,36,"15 km al sur oeste de Upala, Alajuela",Tectonico por fallamiento local,"Upala, Liberia, Bagaces, Naranjo, Alajuela.",10.8191,-85.1337
2011-06-28,18:37:00,3.5,24,"15 km al sur oeste de Upala, Alajuela",Tectonico por fallamiento local,"Upala, Liberia, Bagaces, Naranjo, Alajuela.",10.771,-85.111
2011-06-28,22:39:00,3.2,5,"15 km al sur oeste de Upala, Alajuela",Tectonico por fallamiento local,"Upala, Liberia, Bagaces, Naranjo, Alajuela.",10.7535,-85.05
2011-06-28,22:41:00,3.4,25,"15 km al sur oeste de Upala, Alajuela",Tectonico por fallamiento local,"Upala, Liberia, Bagaces, Naranjo, Alajuela.",10.8611,-85.0883
2011-06-10,04:26:00,3.1,8.5,8 km sur de Cartago,Fallamiento local,Cartago,9.6689,-83.6706
2011-06-08,18:04:00,3.7,8,22 km al Sur Oeste de Perez Zeledon,Tectonico por fallamiento local,Perez Zeledon,9.2979,-83.9033
2011-06-08,18:07:00,3.8,12.5,22 km al Sur Oeste de Perez Zeledon,Tectonico por fallamiento local,Perez Zeledon,9.2979,-83.9033
2011-06-01,09:07:00,4.2,37,11 Km al Norte de Puerto Quepos,Subduccion,Valle Central,9.53,-84.14
2011-05-21,08:37:00,4.7,14,8 km al sur oeste de San vito de Coto Brus,Fallamiento local,"Rio Claro, San Vito,Golfito, Villa Neily",8.7752,-83.0328
2011-05-13,16:47:00,5.9,65,6 km al norte de Puriscal,tectonico por deformacion interna de la placa del coco,Valle Central,9.8956,-84.3329
2011-04-24,18:49:25,4.5,37,6.7 Km Noreste de Puerto Armuelles,Tectonico,Laurel y Punta Burica,8.319,-82.815
2011-04-21,08:45:00,3.8,80,9.5 km al Noreste de Grecia,Subduccion,Valle Central,10.136,-84.253
2011-04-19,06:42:00,4.1,38,31 Km al Oeste de Puerto Quepos,Tectonico por subduccion,"Puerto Judas , Parrita y Puntarenas",9.422,-84.45
2011-04-18,21:44:00,4.2,23,18 Km al Suroeste de Herradura,Tectonico por subduccion,"Playa Coyote , Jaco , Paquera y Herradura",9.342,-84.433
2011-04-14,14:50:00,5.9,56,41km al Oeste de la ciudad San Juan del Sur Nicaragua,Subduccion,"Coco, Valle Central",11.313,-86.254
2011-03-31,16:07:00,3.7,13,10 km al Suroeste de Jaco,Fallamiento Local,Jaco,9.53,-84.68
2011-03-26,20:47:00,4.4,43,15 km al sureste de Paso Canoas,Tectonico por subduccion,Zona Sur,8.4185,-82.7572
2011-03-16,04:18:00,2.6,10,"36 kms Sur de Playa Herradura. Pacifico Central,",Subduccion,Puntarenas,9.326,-84.67
2011-03-13,15:41:00,2.4,8,3 km Sur del Centro de Guapiles,Fallamiento Local,Guapiles,10.179,-83.792
2011-03-11,17:32:00,4.4,31,"15 km NO de Paquera, Puntarenas",Subduccion,"Paquera, Playa Naranjo, Puntarenas",9.845,-85.05
2011-03-09,22:26:00,5,20,"38 km sur de Puerto Armuelles, Panama",Zona de Fractura de Panama,Zona Sur,7.9398,-82.8865
2011-03-08,09:00:00,4.1,36,"5 km NO de Marbella, Guanacaste",Subduccion,Playa Guiones,10.0367,-85.7891
2011-03-03,00:42:00,4.9,46,26km al SE de Quepos,Tectonico por subduccion,"Pacifico sur, Valle Central",9.214,-84.066
2011-03-02,08:24:00,2.8,30,5 kms Sur de Tamarindo,SubducciÃ³n,Playa Tamarindo,10.299,-85.854
2011-02-28,16:09:00,4.8,20,20 km este de Puerto Limon,Cinturon Deformado Norte de Panama,Turrialba,10.007,-82.853
2011-02-26,05:11:00,4.7,17,62 KM SUR DE PUERTO QUEPOS,Subduccion,QUEPOS,8.87,-84.14
2011-02-20,19:31:00,4.8,58,7 km al este de las juntas de abangares,tectonico por subduccion,"Abangares, puntarenas, valle central",10.2512,-84.8837
2011-02-15,21:06:00,2.8,5,2 km Oeste de Santa Cruz de Turrialba,Fallamiento Local,Las Virtudes de Turrialba y Pacayas,9.969,-83.773
2011-02-08,00:37:00,3.8,5,8 km Oeste de Ciudad Neilly,Fallamiento Local en la Peninsula de Burica,Zona Sur,8.658,-83.02
2011-02-06,12:54:32,3.1,19.2,25 km al Sur Este de Puerto Armuelles.,"Intraplaca, Placa Coco",Paso Canoas y Coto Cuarenta y siete,8.2215,-82.6393
2011-02-06,23:46:00,4.9,15,3 km  sur de Puerto Armuelles.,Intraplaca Coco,Zona Sur y leve en el Valle Central,8.268,-82.891
2011-02-04,14:25:00,3.5,14,17 km al este de Cobano,Tectonico por subduccion,"Cobano, atenas, san jose",9.6542,-84.9473
2011-02-03,09:21:00,4,57,2 Kms al Sur De San Ignacio de Acosta,Subduccion,Valle Central,9.799,-84.168
2011-01-26,19:53:00,2.5,3,2 km Norte de Tres  RÃ­os,Fallamiento Local,Cartago y Cerros de la Carpintera,9.918,-83.996
2011-01-25,12:55:00,3.9,20,20 Kms Sur Oeste de Punta Uvita.,Subduccion,Leve en Valle Central,9.084,-83.947
2011-01-15,03:39:00,3.9,15,15 km al suroeste de Herradura,Tectonico fallamiento local,Puntarenas,9.6,-84.766
2011-01-09,22:49:00,3.8,23,14 km al norte de Golfito,Tectonico por subduccion,Zona sur,8.7464,-83.1122
2011-01-05,04:36:00,2.8,5,2.5 km al sur de San Isidro de Heredia,Fallamiento local,San Isidro,9.9953,-84.0441
2012-12-24,10:49:00,4.8,9.5,5km al Norte de Nosara Guanacaste,Tectonico por subduccion,Guanacaste,9.99,-85.66
2012-12-14,04:35:00,4.4,14,20 km Sur Oeste de Uvita.,Subduccion Placa Coco por debajo de Microplaca de Panama.,Zona Sur y Valle Central.,8.982,-84.126
2012-12-13,11:16:00,5.3,15,49 Km Sur Oeste de Punta Uvita.,Subducción Placa Coco por debajo de Microplaca de Panamá.,Valle Central y Zona Sur,8.9115,-84.1357
2012-12-13,11:20:00,5.4,9,33 Km Sur Oeste de Punta Uvita.,Subducción Placa Coco por debajo de Microplaca de Panamá.,Valle Central y Zona Sur,8.911,-84.13
2012-12-12,00:54:00,4.9,68,5 Km Este de San Ramon.,Deformacion interna de la placa de Coco,Valle Central,10.079,-84.419
2012-12-09,00:03:00,3.4,5,3 km NE de Bajo la Hondura,Fallamineto Local,San Jose,10.079,-83.966
2012-12-05,13:56:00,3,5,10km al NE de San Isidro de Coronado,Fallamiento local,Moravia y San Isidro,10.0627,-83.9652
2012-11-26,09:00:00,4.3,22,48 km Nor Oeste de Nosara,Subduccion,Península de Nicoya,10.027,-86.087
2012-11-22,07:36:00,3.9,23,3km al NO de Garza,Subduccion,Guanacaste,9.9226,-85.708
2012-11-22,07:38:00,3.6,19,7km al NO de Garza,Subduccion,Guanacaste,9.9222,-85.6724
2012-11-22,07:52:00,4,18,5km al Norte de Garza,Subduccion,Guanacaste,9.95,-85.642
2012-11-22,07:53:00,4.2,15,10km al NE de Garza,Subduccion,Guanacaste,9.972,-85.579
2012-11-22,07:54:00,3.2,15,13 km al NE de Garza,Subduccion,Guanacaste,9.991,-85.567
2012-11-18,22:41:00,4,5,3km al Oeste de Paraiso de Cartago,Fallamiento local,"Cartago, San Jose y Heredia",9.8376,-83.8947
2012-11-17,17:45:00,3,7,4km SO de Paraiso de Cartago,Fallamiento local,Paraiso y Orosi,9.8072,-83.8851
2012-11-17,12:54:00,3.6,20,6km al SO de Playa Garza Guanacaste,Subduccion,"Playa Garza, Samara y Nosara",9.8655,-85.6027
2012-11-17,14:03:00,4.5,17,50km al S de puerto Armuelles,Zona Fractura de Panama,Zona Sur,7.8211,-82.7518
2012-11-17,14:17:00,3.4,4,4km al SO de Paraiso de Cartago,Fallamiento Local,"Agua Caliente, Paraiso y Orosi",9.8087,-83.8955
2012-11-16,02:44:00,4.1,20,15km al Sur de Playa Esterillos,Subduccion,"Jaco, Quepos, Heredia",9.3726,-84.6096
2012-11-14,08:10:00,2.3,10,10 km al noreste de San Isidro de Coronado,Fallamiento local,Heredia,10.0453,-83.9396
2012-11-13,02:28:00,4,25,5km al NE de Playa Blanca Guanacaste,Subduccion,Gunacaste,10.0826,-85.7263
2012-11-13,11:15:00,3.7,6,6 km al sur de La Tigra de San Carlos,Fallamiento local,"San Carlos, La Tigra, Naranjo, Zarcero, Alajuela",10.2868,-84.5846
2012-11-12,02:45:00,5,54,12 km al Sur Oeste de San Ignacio de Acosta,Subduccion,Valle Central,9.743,-84.269
2012-11-12,15:30:00,3,2,6km al Sur de Tobosi de Cartago,Fallamiento local,Cartago,9.7807,-84.0032
2012-11-12,18:11:00,4,20,"12km al Este de Playa Junquillal, Guanacaste",Subduccion,Guanacaste,10.1734,-85.6949
2012-11-10,19:18:00,3.1,2,1.6 Km SO de Vara Blanca,Fallamiento Local,Vara Blanca,10.1607,-84.1709
2012-11-08,21:23:00,3,5,3 km al sur este de Cachi de Cartago,Fallamiento local,Cachi de Cartago,9.8062,-83.7861
2012-11-03,15:08:00,2.8,2,4 km Sur de Agua Caliente de Cartago.,Fallamiento Local,"Cartago, Paraíso.",9.805,-83.906
2012-10-31,18:39:00,2.6,6,Localizado en Escazu,Fallamiento local,Escazu,9.91,-84.141
2012-10-31,18:39:56,2,2.7,Localizado al SOde Alajuelita,Fallamiento local,Escazu,9.893,-84.123
2012-10-31,18:40:00,2.3,6,En las cercanias de Alajuelita,Fallamiento local,Alajuelita,9.908,-84.109
2012-10-31,20:05:00,2,5,En las cercanias de Alajuelita,Fallamiento local,Escazu,9.906,-84.119
2012-10-29,14:36:00,3.8,8,48 km Oeste de Ciudad Cortés.,Intraplaca,Zona Sur,8.981,-83.97
2012-10-26,04:04:00,1.2,1,5 km Sur Oeste de Paraiso. Cartago.,Fallamiento Local,Cartago,9.81,-83.901
2012-10-26,04:06:00,2.2,1,7 km Sur Oeste de Paraiso. Cartago,Fallamiento Local,Cartago,9.797,-83.912
2012-10-26,04:22:00,1.9,3,5 km Sur Oeste de Paraiso. Cartago.,Fallamiento Local,Cartago,9.799,-83.896
2012-10-26,07:52:00,3.1,1,2 km Sur Este de Santa Maria de Dota,Fallamiento Local,Dota,9.631,-83.953
2012-10-25,06:46:00,3.2,4,10 Km Sur Este de Pocosol,Fallamiento Local,San Carlos,10.275,-84.587
2012-10-24,12:43:00,2.2,1,7 Km Sur de Cartago,Fallamiento Local,San Miguel Higuito. Desamparados,9.794,-83.909
2012-10-23,18:45:00,6.6,20,18 km sur de Sámara.,Subduccion,Todo el pais,9.718,-85.586
2012-10-21,07:32:00,4.3,22,3.5 km al SE de Nosara,Tectonico por subduccion,Guanacaste,10.03,-85.57
2012-10-12,13:24:00,5.2,37,11 km al SO de Parrita,Tectonico por Subduccion,"Valle Central, leve en Guanacaste.",9.426,-84.376
2012-10-10,06:19:00,5.3,22,3km al Sur de Nosara,Tectonico por Subduccion,Guanacaste,9.955,-85.641
2012-10-07,01:00:00,4.5,16,10km al SO de Cobano Puntarenas,Tectonico por Subduccion,"Cobano, Paquera, Tambor, Jaco, Montezuma",9.6005,-85.1407
2012-10-05,12:32:00,3.4,45,15km al SO de Cañas,Subduccion,Guanacaste,10.3358,-85.2206
2012-10-05,23:20:00,3.1,5.8,12km al SO de Cobano Puntarenas,Subduccion,"Miramar, Malpais, Roble de Puntarenas",9.5999,-85.164
2012-10-02,16:42:00,3.9,10,10 km al Norte de Samara,Tectonico por subduccion,"Nicoya, Samara, Hojancha, Santa Cruz",9.9728,-85.539
2012-10-01,14:58:00,3.8,4,4 Km Sur Este de Nosara,Fallamiento Local,Guanacaste,9.956,-85.62
2012-09-29,10:53:00,3.4,15,10 km al suroeste de Barra del Colorado,Fallamiento local,Delta Costa Rica,10.716,-83.6868
2012-09-29,18:32:00,3,15,9 km al suroeste de Barra del Colorado,fallamiento local,Delta Costa Rica,10.7423,-83.6719
2012-09-28,11:41:00,3.7,30,10 km al suroeste de playa samara,tectonico pr subduccion,zona norte,9.7887,-85.5617
2012-09-26,03:30:00,2.5,1,5 km al sureste del crater del volcan Irazu,Fallamiento local,San Martin de Irazu,9.9583,-83.8024
2012-09-25,18:20:00,3.8,20,15 km al oeste de canales de tortuguero,Fallamiento local,Barra del colorado,10.7133,-83.7181
2012-09-20,09:15:00,3.1,20,"2.5km al SO del Volcan Platanar, Ciudad Quesada",Fallamiento local,"El Porvenir, Ciudad Quesada, Tapezco",10.2754,-84.3788
2012-09-20,07:46:00,2,15,6 km al noreste de Zarcero,Fallamiento local,Zarcero,10.2395,-84.3797
2012-09-19,22:00:00,2.8,3,6 Km Nor Este de Zarcero,Fallamiento Local,"Zarcero, Aguas Zarcas, Ciudad Quesada, Grecia.",10.238,-84.375
2012-09-18,13:10:00,4.2,36,50 KM Sur de Bajo Escondido. Nicoya,Subduccion,Guanacaste y leve Valle Central,9.51,-85.832
2012-09-18,13:13:00,4.2,34,50 KM Sur de Bajo Escondido. Nicoya,Subduccion,Guancaste y leve en el Valle Central,9.518,-85.867
2012-09-16,16:02:00,2,3,4 km sur Oeste de Desamparados,Fallamiento Local,Desamparados,9.865,-84.07
2012-09-15,06:42:00,2.3,2,1 Km Este de Orosi,Fallamiento Local,Cartago,9.799,-83.951
2012-09-15,06:52:00,2.7,1,4 Km Sur de San Isidro del Guarco,Fallamiento Local,Cartago,9.79,-83.958
2012-09-15,15:22:00,2.9,1,4 Km Sur de San Isidro del Guarco,Fallamiento Local,Cartago,9.795,-83.951
2012-09-15,23:51:00,5,26,5km Norte de Nosara,Subduccion,"Guanacaste, Tilaran",10.023,-85.642
2012-09-14,08:58:00,4.4,20,16 km Nor Oeste de Mal País,Subduccion,Guancaste y leve en el Valle Central,9.68,-85.268
2012-09-14,14:28:00,4.2,28,5 Km Sur Oeste de Mal País.,Subduccion,Guancaste y leve en el Valle Central,9.568,-85.148
2012-09-12,00:29:00,4.8,8,42 Km Sur Oeste de Cabo Blanco,Subduccion,"Guancaste, Puntarenas y leve en el Valle Central",9.266,-85.358
2012-09-11,20:13:00,4.6,35,4 Km Nor Este de Playa Garza,Subduccion,"Jacó, Guanacaste, leve en San José, Puntarenas",9.931,-85.623
2012-09-10,20:14:00,4.1,12,6 Km Sur Oeste de Tamarindo,Subduccion,Guancaste,10.262,-85.889
2012-09-09,03:30:00,2.1,1,3 km Norte de Pacayas,Fallamiento Local,Cartago,9.94,-83.793
2012-09-09,03:31:00,2.3,2,3 km Nor Este de Pacayas,Fallamiento Local,Cartago,9.945,-83.797
2012-09-09,17:34:00,3.9,8,4 km al sur de Monteverde,Fallamiento local,"Monteverde, Guacimal, Esparza",10.2786,-84.8257
2012-09-08,03:50:00,4.2,26,3 km Sur de Playa Avellana,Subduccion,Guanacaste,10.2,-85.847
2012-09-08,05:00:00,4,16,2 km Este de Cabo Blanco,Tectonico,"Guanacaste, Orotina, Puntarenas",9.937,-84.938
2012-09-08,14:29:00,5.4,18,13 km SE Playa Samara,Subduccion,"Valle Central, Costa Caribe, fuerte en Guanacaste",9.7801,-85.4679
2012-09-06,14:38:00,3.3,5,10 km al norte de San Pedro de Poas,fallamiento local,"Alajuela,Sanata Barbara, San Pedro de Poas, Grecia",10.2001,-84.2512
2012-09-05,08:42:00,7.6,35,20 km al Sur de Samara,Subduccion,Todo el pais,9.696,-85.49
2012-08-31,08:13:00,3.8,10,8km al Norte de Playa Dominical,Fallamiento local,Perez Zeledon,9.3242,-83.8599
2012-08-31,12:50:00,3.2,15,5 km al este de Santiago de Puriscal,Fallamiento local,"Santa Ana, Escazu, Sanjose, Puriscal",9.8398,-84.2727
2012-08-27,15:17:00,3.7,30,50 km al suroeste de Playa Tamarindo,Tectonico por subduccion,"Tamarindo,Villareal y Santa Cruz",10.0541,-86.2499
2012-08-20,16:48:00,2.9,10,10 km al noreste de playa herradura,fallamiento local,"bijagual de turrubares, jaco",9.6824,-84.5636
2012-08-12,16:13:00,3.9,50,11 km al suroeste de San Pablo de Leon Cortes,Tectonico por subduccion,"Quepos, Cartago, San Jose",9.6309,-84.1357
2012-08-11,00:44:00,2.9,10,2 km al sur de Tobosi de Cartago,Fallamiento local,"San Jose, Cartago",9.8007,-83.9898
2012-08-10,11:22:00,2.9,25,4 km al suroeste de playa jacob,Tectonico por subduccion,Valle Central,9.5895,-84.6526
2012-08-09,17:05:00,3.6,60,11 km al este de Juntas de Abangares,Deformacion interna placa del coco,Miramar,10.2664,-84.8538
2012-08-07,10:11:00,5,89,8 km Sur Oeste de Ciudad Quesada,Subduccion,"Ciudad Quesada fuerte, leve en Valle Central",10.249,-84.424
2012-07-26,02:49:00,2.5,100,18 Km Sur Este de Upala,Subduccion,Bijagua de Upala,10.777,-84.889
2012-07-22,05:01:00,2.6,18.6,12 km Norte de San Gerardo de Dota.,Fallamiento Local,Dota,9.6706,-83.8112
2012-07-22,04:13:00,2,8,4 Km Nor Oeste de las Nubes de Coronado,Fallamiento Local,Coronado,10.007,-83.99
2012-07-18,14:35:00,3,10,37 Km Este de Perez Zeledon,Fallamiento Local,Perez Zeledon,9.38,-83.376
2012-07-02,02:57:00,2.4,10,6 Km Nor Oeste de San Ignacio de Acosta.,Fallamiento Local,Escazu,9.8032,-84.221
2012-06-25,21:16:58,4.1,16,"2 km al NorOeste de Tres Equis, Turrialba, Cartago",fallamiento local,"Turrialba, Pacayas, Siquirres, San Martín de Irazú, Talyutic, Bajo Piedra Grande, Orosi, Pérez Zeledón, Durika",9.9727,-83.5854
2012-06-17,00:00:12,3.4,13,2 km al sur este de San Isidro de Heredia,Tectonico por Fallamiento Local,"Heredia, San José, Cartago",10.018,-83.995
2012-06-09,08:58:00,4.5,25,30 km al sur de Quepos,Tectónico por choque de la placa del Coco con la microplaca de Panamá,"Dominical, Quepos, Jacó, Perez Zeledón, Valle Central",9.16,-84.16
2012-06-06,08:23:00,4.2,10,33 km sur oeste de Punta Burica,Zona de Fractura de Panama,Zona Sur del pais,7.818,-83.099
2012-06-03,18:45:00,6.3,10,285 km Sur de Punta Burica,Zona de Fractura de Panama,Valle Central de Costa Rica,5.856,-82.795
2012-06-01,09:45:00,3.7,34,9 Km Sur Oeste de San Gerardo de Dota,Intraplaca,"Cartago, Zona de los Santos y leve en San Jose",9.515,-84.247
2012-06-01,13:01:00,4,19,26 km Sur Oeste de Herradura,Subduccion,Paquera,9.527,-84.865
2012-05-23,10:44:00,3.9,14,24 Km Sur Oeste de Orotina,Fallamiento Local,Turrubares y Puntarenas,9.782,-84.702
2012-05-14,09:36:00,3.2,61,7 km Nor Oeste de Punta Morales,Subduccion,Esparza,10.121,-84.631
2012-05-05,17:18:00,2.7,14,1 km Este de Llano Grande de Cartago,Fallamiento Local,"San Matin de Irazu, Oreamuno y Bajo Piedra Grande de Cartago",9.94,-83.9
2012-04-17,12:40:00,2.9,4,4 km Nor Este de Turrialba,Fallamiento Local,Turrialba y Cartago,9.92,-83.643
2012-04-12,18:53:00,3.2,12,5 Km Norte del Volcan Irazu,Fallamiento Local,"Irazu, Cartago",10.037,-83.849
2012-03-30,14:00:00,4.3,116,10 km al NO de la Fortuna de San Carlos,Subduccion,"Zona de Nicoya, San Rafael de Alajuela y Hojancha",10.5122,-84.7329
2012-03-19,13:59:00,4.5,39,3.6 km NorEste de Pozo Azul. Guanacaste,Subduccion,Valle Central y Guanacaste,10.197,-84.874
2012-03-16,00:13:00,3.5,5,3 km al este de Jaco,Fallamiento local,Jaco,9.6113,-84.6041
2012-03-16,04:22:00,3.3,5,4 km al este de Jaco,Fallamiento local,Jaco,9.6203,-84.5891
